Date,Open,High,Low,Close,Adj Close,Volume
2015-07-27,65.150002,65.400002,64.870003,65.010002,53.437210,1458700
2015-07-28,65.029999,65.290001,64.160004,64.410004,52.944016,1691300
2015-07-29,64.330002,65.040001,64.160004,64.779999,53.248150,1243400
2015-07-30,64.709999,64.849998,64.269997,64.639999,53.133076,1373400
2015-07-31,64.459999,65.309998,64.000000,64.269997,52.828938,2062000
2015-08-03,64.389999,64.739998,64.099998,64.650002,53.141293,971100
2015-08-04,64.660004,65.760002,64.349998,65.330002,53.700249,1514700
2015-08-05,65.360001,66.150002,64.760002,65.010002,53.437210,1712800
2015-08-06,64.940002,65.220001,64.220001,65.199997,53.593384,1611900
2015-08-07,65.150002,65.779999,65.000000,65.269997,53.650925,906700
2015-08-10,65.449997,65.610001,64.459999,64.760002,53.231712,751800
2015-08-11,64.589996,65.459999,64.540001,65.269997,53.650925,999800
2015-08-12,65.000000,65.599998,64.839996,65.589996,53.913952,730700
2015-08-13,65.580002,66.430000,65.199997,66.089996,54.324955,1339500
2015-08-14,65.900002,66.870003,65.660004,66.800003,54.908554,1075600
2015-08-17,66.790001,67.099998,66.529999,67.089996,55.146935,703900
2015-08-18,67.050003,67.220001,66.750000,67.169998,55.212704,678200
2015-08-19,66.820000,67.199997,66.599998,66.910004,54.998993,670400
2015-08-20,66.650002,67.209999,66.430000,66.669998,54.801708,729300
2015-08-21,66.269997,67.199997,65.800003,65.949997,54.209877,1444200
2015-08-24,63.490002,63.750000,62.139999,62.880001,51.686378,1900500
2015-08-25,64.370003,64.430000,61.730000,61.799999,50.798645,1705200
2015-08-26,62.619999,63.509998,62.040001,63.279999,52.015182,1341600
2015-08-27,63.680000,65.449997,63.090000,64.690002,53.174183,977600
2015-08-28,64.720001,65.160004,64.510002,65.010002,53.437210,891400
2015-08-31,65.010002,65.010002,63.220001,63.320000,52.048058,1505600
2015-09-01,62.820000,63.110001,61.099998,61.520000,50.568478,1425600
2015-09-02,62.310001,62.580002,61.930000,62.549999,51.415123,923700
2015-09-03,63.509998,64.059998,62.910000,63.200001,51.949417,1590500
2015-09-04,62.799999,63.250000,61.700001,62.150002,51.086338,1016800
2015-09-08,62.959999,63.389999,62.090000,63.320000,52.048058,1346900
2015-09-09,63.500000,63.630001,61.610001,61.689999,50.708225,1059200
2015-09-10,61.669998,62.400002,61.509998,61.750000,50.757534,902500
2015-09-11,60.900002,61.970001,60.660000,61.709999,51.432636,824800
2015-09-14,62.000000,62.650002,61.709999,62.400002,52.007725,821400
2015-09-15,62.389999,63.389999,62.139999,63.000000,52.507793,834700
2015-09-16,62.910000,64.139999,62.840000,63.930000,53.282906,622100
2015-09-17,63.750000,65.309998,63.220001,64.459999,53.724648,790400
2015-09-18,63.770000,65.449997,63.770000,64.720001,53.941353,1477500
2015-09-21,64.779999,65.339996,64.739998,64.970001,54.149715,745600
2015-09-22,64.400002,64.720001,63.590000,63.939999,53.291245,949400
2015-09-23,64.160004,64.480003,63.689999,64.150002,53.466278,945000
2015-09-24,64.089996,64.400002,63.340000,63.910000,53.266247,926100
2015-09-25,63.980000,64.290001,63.549999,63.980000,53.324585,780300
2015-09-28,63.639999,63.810001,62.419998,62.849998,52.382782,847900
2015-09-29,63.470001,64.070000,62.700001,63.529999,52.949528,2157000
2015-09-30,64.050003,65.500000,63.709999,65.320000,54.441418,1210500
2015-10-01,65.430000,65.519997,64.400002,64.750000,53.966343,1090500
2015-10-02,64.599998,65.930000,64.110001,65.730003,54.783142,2600500
2015-10-05,65.730003,66.190002,65.300003,65.750000,54.799809,2889100
2015-10-06,65.839996,67.400002,64.980003,67.330002,56.116665,1481700
2015-10-07,67.370003,68.919998,67.220001,68.660004,57.225159,2047400
2015-10-08,69.000000,69.120003,68.269997,69.080002,57.575207,1107900
2015-10-09,69.089996,69.410004,68.680000,69.269997,57.733566,1219000
2015-10-12,69.440002,70.160004,69.209999,69.949997,58.300312,1015900
2015-10-13,69.589996,70.849998,69.500000,70.470001,58.733730,1335300
2015-10-14,70.660004,70.860001,69.870003,70.250000,58.550354,1213100
2015-10-15,70.320000,71.339996,70.320000,71.220001,59.358818,941400
2015-10-16,71.370003,71.769997,70.849998,71.169998,59.317142,1085600
2015-10-19,71.099998,71.769997,70.879997,71.570000,59.650524,966700
2015-10-20,71.599998,72.349998,71.320000,72.250000,60.217281,1034300
2015-10-21,72.269997,72.699997,71.500000,71.580002,59.658863,983800
