Date,Open,High,Low,Close,Adj Close,Volume
2015-07-27,57.430000,57.450001,56.630001,56.990002,48.935444,14887000
2015-07-28,56.520000,57.639999,55.830002,57.520000,49.390537,16387100
2015-07-29,57.689999,58.820000,57.639999,58.540001,50.266376,12876000
2015-07-30,58.619999,58.820000,58.279999,58.520000,50.249207,6989500
2015-07-31,59.000000,59.330002,58.700001,58.959999,50.627022,8752500
2015-08-03,59.299999,59.450001,58.480000,59.049999,50.704296,6807000
2015-08-04,59.439999,59.470001,58.369999,58.700001,50.403770,6935800
2015-08-05,59.080002,59.279999,58.770000,59.099998,50.747227,5702600
2015-08-06,59.160000,59.250000,58.320000,58.430000,50.171917,7019700
2015-08-07,58.349998,58.450001,57.669998,57.970001,49.776939,9712400
2015-08-10,58.259998,58.610001,58.259998,58.410000,50.154747,5052400
2015-08-11,57.930000,58.189999,57.560001,57.759998,49.596619,7078300
2015-08-12,57.279999,58.279999,57.119999,58.259998,50.025951,7525300
2015-08-13,58.549999,59.450001,58.500000,58.980000,50.644184,10957200
2015-08-14,59.009998,59.570000,58.869999,59.180000,50.815926,9466400
2015-08-17,58.799999,59.750000,58.580002,59.709999,51.271011,6113700
2015-08-18,59.669998,59.950001,59.560001,59.660000,51.228081,6797400
2015-08-19,59.320000,60.070000,59.189999,59.660000,51.228081,7986300
2015-08-20,58.290001,58.549999,56.740002,56.950001,48.901096,23694400
2015-08-21,56.590000,57.630001,55.759998,55.770000,47.887863,17632500
2015-08-24,53.070000,54.400002,45.689999,53.990002,46.359444,24838600
2015-08-25,55.389999,55.410000,51.000000,51.169998,43.938007,22849800
2015-08-26,53.400002,54.610001,52.490002,54.419998,46.728672,22891200
2015-08-27,55.279999,55.400002,53.639999,54.950001,47.183762,16135600
2015-08-28,54.779999,55.410000,54.590000,55.369999,47.544399,12797000
2015-08-31,55.119999,55.299999,53.619999,53.849998,46.239231,12917100
2015-09-01,52.660000,53.230000,52.200001,52.529999,45.105782,15747400
2015-09-02,53.169998,53.270000,52.349998,52.980000,45.492184,13130800
2015-09-03,53.270000,53.549999,52.599998,52.650002,45.208828,12149100
2015-09-04,52.099998,52.240002,51.180000,51.590000,44.298637,14491300
2015-09-08,53.009998,53.020000,52.200001,52.689999,45.243172,14961100
2015-09-09,53.209999,53.330002,51.810001,51.930000,44.590580,11116700
2015-09-10,52.020000,53.200001,51.860001,52.720001,45.268932,14065400
2015-09-11,52.209999,52.450001,51.709999,52.090000,45.113049,12090800
2015-09-14,52.119999,52.730000,51.990002,52.340000,45.329556,8791400
2015-09-15,52.779999,53.889999,52.669998,53.549999,46.377483,11792200
2015-09-16,53.509998,53.970001,53.320000,53.869999,46.654625,8681400
2015-09-17,53.849998,54.500000,53.020000,53.959999,46.732578,22799900
2015-09-18,53.680000,53.869999,51.910000,52.130001,45.147686,28997900
2015-09-21,52.439999,52.439999,50.689999,50.980000,44.151722,17243300
2015-09-22,50.549999,51.000000,50.259998,50.740002,43.943863,12795600
2015-09-23,50.740002,51.439999,50.389999,51.029999,44.195026,10055500
2015-09-24,50.529999,50.860001,50.220001,50.590000,43.813957,10508300
2015-09-25,50.919998,51.320000,49.130001,49.599998,42.956551,15322700
2015-09-28,49.299999,49.369999,48.090000,48.419998,41.934608,20150500
2015-09-29,48.580002,49.299999,48.200001,48.650002,42.133801,12802900
2015-09-30,49.400002,49.540001,48.849998,49.389999,42.774685,12679100
2015-10-01,49.349998,49.570000,48.540001,49.369999,42.757362,14408600
2015-10-02,48.790001,50.150002,48.349998,50.139999,43.424229,24287900
2015-10-05,51.070000,51.320000,50.689999,51.230000,44.368233,15881600
2015-10-06,51.389999,51.389999,49.320000,49.799999,43.129768,16493500
2015-10-07,50.459999,51.119999,49.770000,50.950001,44.125736,14508200
2015-10-08,50.660000,51.189999,50.139999,51.020000,44.186356,12542000
2015-10-09,50.990002,51.509998,50.689999,50.950001,44.125736,10921400
2015-10-12,49.709999,50.849998,49.689999,50.709999,43.917877,11653300
2015-10-13,50.779999,50.910000,49.360001,49.470001,42.843960,14905900
2015-10-14,49.590000,50.119999,49.450001,49.540001,42.904587,13731200
2015-10-15,49.669998,51.080002,49.250000,50.720001,43.926544,14037500
2015-10-16,51.299999,51.720001,51.080002,51.480000,44.584751,11092500
2015-10-19,51.330002,51.549999,50.930000,51.400002,44.515465,8441900
2015-10-20,51.389999,51.470001,50.099998,50.389999,43.640736,9944900
2015-10-21,50.750000,50.980000,50.150002,50.590000,43.813957,11269900
2015-10-22,50.820000,52.560001,50.299999,52.009998,45.043755,18449600
2015-10-23,52.349998,53.250000,52.139999,52.880001,45.797226,15703500
2015-10-26,52.650002,53.169998,52.470001,52.910000,45.823212,10975200
2015-10-27,53.759998,54.099998,52.779999,53.470001,46.308205,13956900
2015-10-28,53.990002,55.139999,53.549999,55.099998,47.719883,14710000
2015-10-29,54.959999,55.639999,54.470001,54.869999,47.520699,8907300
2015-10-30,54.790001,55.270000,54.660000,54.660000,47.338810,11017400
2015-11-02,54.689999,55.330002,54.410000,55.110001,47.728542,10559100
2015-11-03,55.080002,55.380001,54.480000,55.110001,47.728542,9216200
2015-11-04,55.470001,55.770000,55.180000,55.529999,48.092293,7749200
2015-11-05,55.459999,55.680000,54.680000,55.049999,47.676586,9046800
2015-11-06,54.790001,54.880001,54.009998,54.610001,47.295513,10723000
2015-11-09,54.029999,54.410000,53.740002,54.240002,46.975075,9140200
2015-11-10,54.380001,54.599998,54.020000,54.430000,47.139629,7462300
2015-11-11,54.810001,55.000000,53.680000,53.720001,46.524723,8544600
2015-11-12,53.590000,53.970001,53.029999,53.029999,45.927135,8577500
2015-11-13,53.459999,53.720001,52.900002,53.029999,45.927135,11394500
2015-11-16,52.189999,53.810001,52.130001,53.700001,46.507397,6907800
2015-11-17,53.709999,54.299999,53.290001,53.709999,46.516056,7126600
2015-11-18,53.860001,54.320000,53.700001,54.230000,46.966412,10811400
2015-11-19,54.439999,54.529999,53.919998,54.279999,47.009708,6839200
2015-11-20,54.610001,54.860001,54.000000,54.099998,46.853813,8933300
2015-11-23,54.080002,54.200001,53.779999,54.009998,46.775875,8688100
2015-11-24,53.560001,53.680000,53.099998,53.480000,46.316864,10507200
2015-11-25,53.619999,53.919998,53.459999,53.720001,46.524723,6078900
2015-11-27,53.360001,54.200001,53.360001,53.959999,46.732578,2981600
2015-11-30,54.040001,54.110001,53.000000,53.009998,45.909817,13363200
2015-12-01,53.770000,54.639999,53.439999,54.570000,47.260868,12996800
2015-12-02,54.660000,54.990002,53.750000,53.820000,46.611328,10099300
2015-12-03,54.070000,54.090000,52.240002,52.590000,45.546074,13595100
2015-12-04,52.869999,53.680000,52.830002,53.639999,46.455437,13687000
2015-12-07,54.020000,54.230000,53.180000,53.680000,46.490086,8696000
2015-12-08,53.570000,54.400002,53.220001,53.470001,46.308205,7573200
2015-12-09,53.279999,53.610001,52.520000,52.820000,45.745270,10357200
2015-12-10,53.020000,53.980000,52.820000,53.689999,46.498734,11451900
